Location ID,coordinates,Location Name,location_code,Soil Type,soil_type_code,annual_rainfall_mm,groundwater_depth_m,population_density,distance_to_river_km,elevation_m,historical _success_rate_%,suitability,approx_project_cost,rocky_terrain,adjusted_project_cost
440,"10.3972, -1.1443",Wa,9,Clay,1,735,20.96599002,150,4.262554049,167,58,1,14738.79,1,20960.48
441,"10.3788, -0.7007",Bongo,2,Lateritic,2,873,18.43422957,369,3.307601546,188,68,1,12769.03,1,19146.97
442,"10.0795, -1.2717",Jirapa,4,Loamy,3,1108,11.6073457,340,13.02212395,192,50,0,6589.72,1,9337.83
443,"10.7182, -0.9360",Navrongo,5,Loamy,3,909,14.16972256,218,11.68468918,177,53,0,17418.72,0,17418.72
444,"10.0981, -0.2784",Bolgatanga,1,Sandy,4,1131,19.34318271,484,10.74437783,202,74,1,6035.33,1,8976.1
445,"9.6967, -1.2125",Damongo,3,Clay,1,762,17.54733158,390,13.85353515,181,71,0,9827.74,0,9827.74
446,"9.3528, -0.8109",Tamale,7,Clay,1,1080,24.666379,464,12.17626029,180,56,0,10487.62,0,10487.62
447,"10.0925, -0.2278",Bolgatanga,1,Loamy,3,1101,16.44600275,423,4.329865191,178,74,1,13995.78,0,13995.78
448,"9.6152, -1.1209",Damongo,3,Loamy,3,713,13.06178279,244,6.475947064,202,95,0,9476.06,1,13953.5
449,"10.0531, -1.3691",Jirapa,4,Sandy,4,632,24.2402034,256,8.826527633,198,65,1,8761.62,0,8761.62
450,"9.2212, -1.0021",Tolon,8,Lateritic,2,1110,10.71872603,177,3.654293098,169,95,0,9252.74,0,9252.74
451,"10.8445, -0.8701",Navrongo,5,Lateritic,2,1148,23.15850665,438,14.53796267,155,90,1,7786.19,1,10655.86
452,"9.6823, -1.0770",Damongo,3,Sandy,4,856,14.65879853,274,10.22974038,179,48,1,10598.25,1,13967.84
453,"9.6033, -0.9602",Savelugu,6,Loamy,3,701,13.24463615,193,3.515067793,202,40,0,10544.83,1,14683.97
454,"9.9269, -0.3289",Yendi,10,Loamy,3,607,20.03003012,424,13.69316569,206,41,1,14137.95,1,20068.6
455,"9.9930, -1.3976",Jirapa,4,Clay,1,765,16.30458884,471,4.068027009,180,58,1,19888.87,0,19888.87
456,"9.2569, -1.0534",Tolon,8,Lateritic,2,1004,12.56344493,301,3.212882964,188,71,1,6088.31,1,7846.47
457,"10.2440, -1.0657",Wa,9,Loamy,3,912,12.4409753,295,5.157452997,160,52,1,8098.95,1,10199.21
458,"9.8721, -0.2786",Yendi,10,Loamy,3,885,12.70408895,228,13.848597,162,91,1,9186.93,0,9186.93
459,"10.2664, -0.6963",Bongo,2,Clay,1,959,22.38686764,297,7.563503843,170,80,0,16038.58,1,21920.5
460,"10.3513, -0.6571",Bongo,2,Sandy,4,1052,15.93629495,444,8.347669799,163,42,0,13087.52,0,13087.52
461,"10.2682, -0.9494",Wa,9,Lateritic,2,969,22.34980478,256,6.005068245,175,67,0,16605.9,0,16605.9
462,"9.6174, -0.9055",Savelugu,6,Clay,1,795,11.34404099,235,12.0880121,186,68,1,5496.99,0,5496.99
463,"10.1607, -0.2595",Bolgatanga,1,Clay,1,1154,22.75991692,252,3.540809953,160,95,0,11801.54,1,15356.25
464,"10.7151, -0.7685",Navrongo,5,Clay,1,640,14.17896037,456,3.082042218,185,89,0,19881.72,1,26177.53
465,"9.7146, -1.1810",Damongo,3,Lateritic,2,1027,18.42229089,305,9.356741119,166,94,1,16463.95,1,20912.97
466,"9.0927, -0.9665",Tolon,8,Clay,1,1026,10.70569727,198,5.994092993,161,70,1,16937.45,0,16937.45
467,"9.6392, -1.0124",Savelugu,6,Sandy,4,659,16.70023575,273,8.157777285,184,87,1,6933.99,1,9523.17
468,"9.5819, -1.0913",Damongo,3,Lateritic,2,1010,16.13149419,197,9.05392872,172,47,0,11198.39,1,16237.84
469,"9.3247, -0.8780",Tamale,7,Lateritic,2,997,21.57306245,283,9.937931792,192,69,1,9951.2,1,13919.17
470,"9.6828, -1.1526",Damongo,3,Clay,1,872,14.67518667,215,3.507368445,170,52,1,6860.19,1,9330.3
471,"10.4381, -0.6928",Bongo,2,Lateritic,2,747,24.52460483,500,3.043230312,186,71,1,6834.73,0,6834.73
472,"10.7100, -0.8083",Navrongo,5,Loamy,3,1091,19.72959797,158,8.02045494,192,59,0,8285.4,1,10466.29
473,"10.0472, -0.2630",Bolgatanga,1,Loamy,3,915,24.53926798,398,14.29830423,185,86,0,15290.21,1,18805.32
474,"10.3292, -1.0169",Wa,9,Clay,1,1161,19.50083634,177,8.516313556,197,72,0,10151.42,0,10151.42
475,"9.5514, -1.2254",Damongo,3,Loamy,3,844,20.94007869,268,6.626735058,197,72,1,6988.2,1,8559.86
476,"9.6044, -1.2616",Damongo,3,Sandy,4,1108,12.6847719,299,3.585474545,154,79,0,11894.76,0,11894.76
477,"10.8726, -0.8791",Navrongo,5,Lateritic,2,914,21.61375174,343,5.850189549,179,83,1,17446.96,0,17446.96
478,"9.1799, -1.1129",Tolon,8,Loamy,3,1116,18.41512521,363,4.588318655,200,71,1,11140.64,1,16461.73
479,"10.7150, -0.7682",Navrongo,5,Sandy,4,767,19.94177396,278,6.803309164,190,86,0,13914.27,1,20248.77
480,"9.0807, -1.0016",Tolon,8,Lateritic,2,1052,10.34521794,309,7.08259321,162,57,1,19542.56,1,27409.8
481,"10.8706, -0.7755",Navrongo,5,Lateritic,2,1199,23.48404342,372,12.75735114,204,43,1,16004.62,0,16004.62
482,"10.3621, -0.7151",Bongo,2,Clay,1,1040,14.97345559,465,11.05686433,199,89,0,16262.71,1,19524.97
483,"9.9700, -0.2245",Bolgatanga,1,Lateritic,2,638,15.22967159,491,7.672628705,202,45,1,14163.25,1,18389.39
484,"10.4162, -0.6466",Bongo,2,Sandy,4,1160,24.31001228,184,6.255017555,209,95,1,15269.78,0,15269.78
485,"10.3618, -0.7003",Bongo,2,Lateritic,2,709,13.63387519,273,9.56006416,198,94,1,10405.09,0,10405.09
486,"10.0519, -0.3047",Bolgatanga,1,Loamy,3,899,14.99256211,426,11.09101344,188,66,1,13286.32,1,16820.06
487,"10.1492, -0.1641",Bolgatanga,1,Clay,1,1001,14.98779017,302,14.79990579,206,52,0,8018.61,0,8018.61
488,"9.9065, -0.2157",Yendi,10,Lateritic,2,754,12.22757903,192,14.05046147,182,86,1,7611.36,0,7611.36
489,"9.6510, -1.2173",Damongo,3,Sandy,4,1125,24.12621148,233,7.512078175,194,80,1,14564.39,0,14564.39
490,"9.7598, -0.3617",Yendi,10,Sandy,4,720,19.19227958,372,5.35390605,171,52,0,6233.03,0,6233.03
491,"10.0103, -1.2122",Jirapa,4,Loamy,3,613,10.24959091,254,14.11495076,154,84,1,14015.57,1,20994.77
492,"9.9217, -0.2925",Yendi,10,Sandy,4,1113,11.5007261,495,10.7337663,179,48,1,11262.93,0,11262.93
493,"10.8858, -0.9268",Navrongo,5,Lateritic,2,701,17.23158985,391,9.176856531,189,85,1,15503.17,1,19948.58
494,"9.7195, -1.1683",Damongo,3,Lateritic,2,721,23.07047643,329,7.482190306,173,81,0,17201.65,1,24019.95
495,"10.3997, -0.7907",Bongo,2,Loamy,3,765,24.80290598,229,7.469383627,197,64,0,8443.37,0,8443.37
496,"10.1611, -0.1788",Bolgatanga,1,Clay,1,910,16.23943806,290,8.985373284,181,50,0,9619.88,1,13453.55
497,"9.3758, -0.7465",Tamale,7,Loamy,3,600,24.87517536,276,5.258092256,160,90,0,9781.97,0,9781.97
498,"10.4052, -0.6387",Bongo,2,Lateritic,2,768,23.68653133,224,4.314033011,193,58,1,8046.54,0,8046.54
499,"9.1133, -1.0502",Tolon,8,Lateritic,2,1107,13.94067492,211,4.142051129,150,80,0,17022.56,1,25019.34
500,"9.9189, -0.2956",Yendi,10,Lateritic,2,977,23.65210797,373,10.71655367,198,54,1,5965.64,1,7294.14
501,"9.2147, -1.0372",Tolon,8,Lateritic,2,1094,21.58393478,475,8.573744013,171,47,1,11814.93,1,16425.7
502,"9.8828, -0.2546",Yendi,10,Lateritic,2,1045,21.27961972,460,8.810407897,208,82,0,17526.3,1,22763.74
503,"10.7550, -0.7997",Navrongo,5,Clay,1,645,17.57861056,449,14.31602153,195,92,1,9151.07,0,9151.07
504,"9.7157, -1.1472",Damongo,3,Sandy,4,1104,21.65281534,297,14.59510076,173,63,0,13847.45,0,13847.45
505,"9.5990, -1.1482",Damongo,3,Loamy,3,1111,19.03854354,453,5.946013706,177,90,0,17876.3,1,22316.6
506,"10.3912, -1.0183",Wa,9,Sandy,4,909,19.88765937,364,9.632791702,160,95,1,17380.06,0,17380.06
507,"10.2609, -1.0197",Wa,9,Clay,1,844,22.9400224,173,11.50097593,178,89,0,7480.59,0,7480.59
508,"9.9867, -1.2183",Jirapa,4,Sandy,4,813,20.12771337,177,8.127957993,207,72,0,13242.44,1,16312.38
509,"9.6251, -0.8676",Savelugu,6,Clay,1,925,22.00781552,394,4.257570744,173,69,0,9478.11,0,9478.11
510,"10.3531, -1.0867",Wa,9,Lateritic,2,664,15.91015627,317,5.532476178,199,82,0,19545.5,1,26276.5
511,"9.8874, -0.3821",Yendi,10,Clay,1,805,23.68979462,239,7.378549205,204,51,0,6805.29,0,6805.29
512,"9.0819, -0.9523",Tolon,8,Clay,1,812,21.64358423,216,9.379292007,185,79,1,14687.86,1,18429.43
513,"9.4803, -0.7514",Tamale,7,Clay,1,766,20.9240098,230,7.504563152,207,66,0,7346.18,0,7346.18
514,"10.8796, -0.8619",Navrongo,5,Sandy,4,697,18.21242277,174,8.829067384,153,45,1,11647.87,1,14775.13
515,"9.5475, -0.9483",Savelugu,6,Lateritic,2,978,20.03713856,208,14.00383881,189,83,0,19904.38,1,29024.56
516,"9.8083, -0.3267",Yendi,10,Loamy,3,1057,10.49131897,420,8.269061943,164,53,1,10953.83,0,10953.83
517,"10.7987, -0.8810",Navrongo,5,Clay,1,943,10.78697396,231,10.69397186,189,55,0,11229.16,1,14896.17
518,"9.4870, -0.9184",Tamale,7,Loamy,3,1181,13.11351201,164,11.30031081,194,89,0,7968.04,0,7968.04
519,"10.1289, -0.2379",Bolgatanga,1,Clay,1,668,11.05015332,345,10.05543703,177,42,1,11736.8,1,17579.37
520,"9.2457, -1.0252",Tolon,8,Loamy,3,738,11.09557489,426,8.336931758,169,73,1,12212.97,1,15212.31
521,"9.2632, -0.9978",Tolon,8,Loamy,3,804,17.88729728,197,4.831719745,156,79,1,6330.53,1,7742.32
522,"10.2969, -0.9790",Wa,9,Sandy,4,957,17.69305064,366,4.330872829,194,58,1,6548.45,1,7984.56
523,"10.3487, -0.7920",Bongo,2,Lateritic,2,1090,15.24840066,376,11.88559909,166,45,0,10213.91,0,10213.91
524,"9.3961, -0.9159",Tamale,7,Loamy,3,915,20.94696617,490,13.56074534,182,76,0,6093.7,0,6093.7
525,"9.4943, -0.9926",Savelugu,6,Sandy,4,1111,20.71091571,291,13.26607353,167,85,1,9616.77,0,9616.77
526,"10.1222, -0.1771",Bolgatanga,1,Sandy,4,951,17.81503047,406,11.71789001,208,95,0,17378.01,1,22315.62
527,"9.8708, -0.2260",Yendi,10,Loamy,3,658,17.19769447,184,11.058905,206,51,0,6999.84,1,9587.74
528,"10.0224, -1.2565",Jirapa,4,Loamy,3,970,17.17937801,364,9.478422612,150,73,1,5308.48,0,5308.48
529,"9.5180, -1.0023",Savelugu,6,Sandy,4,1143,24.28830676,379,3.806273919,167,76,0,19552.46,0,19552.46
530,"10.3687, -1.0478",Wa,9,Loamy,3,723,14.14483944,478,9.884958262,152,79,1,12252.96,1,17200.34
531,"10.7715, -0.8074",Navrongo,5,Loamy,3,680,10.11329937,249,4.924097096,186,51,1,13007.4,0,13007.4
532,"10.1100, -1.2091",Jirapa,4,Sandy,4,827,22.91117347,156,13.74636351,164,61,1,10211.38,1,13285.6
533,"9.2579, -1.0888",Tolon,8,Lateritic,2,1017,12.72063841,251,12.47795528,198,86,1,17003.56,1,25240.45
534,"10.0810, -0.1906",Bolgatanga,1,Sandy,4,757,11.11657838,393,12.29460334,182,69,0,6612.76,0,6612.76
535,"10.7765, -0.7525",Navrongo,5,Clay,1,1158,12.88314167,476,5.448319013,202,88,1,7663.86,1,9303.14
536,"9.3632, -0.8991",Tamale,7,Loamy,3,809,23.19556223,213,9.58983834,185,53,0,13805.75,0,13805.75
537,"10.2380, -0.9957",Wa,9,Lateritic,2,809,15.2644649,309,12.97410056,153,65,0,7639.71,0,7639.71
538,"9.0761, -1.0419",Tolon,8,Sandy,4,961,13.11083169,305,7.332383652,199,65,0,18184.91,0,18184.91
539,"9.4085, -0.8451",Tamale,7,Sandy,4,619,20.39861773,389,7.352034778,165,80,0,17327.69,1,20859.15
540,"9.1724, -1.0862",Tolon,8,Loamy,3,939,11.96449167,305,12.49828556,168,61,1,11438.35,1,16140.67
541,"9.6515, -0.8830",Savelugu,6,Sandy,4,848,18.96917248,432,6.03442906,206,65,1,5519.22,1,6693.26
542,"10.0191, -1.2112",Jirapa,4,Clay,1,1023,23.69745198,357,7.819401454,172,95,0,8357.46,0,8357.46
543,"10.0737, -1.3897",Jirapa,4,Loamy,3,1085,18.8179375,447,11.32680188,164,61,0,8104.16,1,10391.06
544,"10.1044, -1.2244",Jirapa,4,Loamy,3,1116,11.42067408,406,5.919263575,190,77,1,9624.97,1,14079.54
545,"9.8322, -0.1928",Yendi,10,Clay,1,1071,22.96021254,321,12.33563118,202,60,0,12672.47,0,12672.47
546,"10.0255, -1.2388",Jirapa,4,Clay,1,999,22.55487834,321,4.074548385,186,55,1,5286.57,1,7369.12
547,"10.2788, -1.0559",Wa,9,Lateritic,2,719,24.97410227,439,7.23488068,159,57,0,18556.1,0,18556.1
548,"10.8202, -0.8627",Navrongo,5,Loamy,3,1093,13.54555944,257,7.721617355,177,75,1,12378.57,0,12378.57
549,"10.7533, -0.8940",Navrongo,5,Lateritic,2,879,12.03339605,482,5.904449793,159,87,0,17747.6,1,23427.93
550,"9.6591, -1.0849",Damongo,3,Sandy,4,835,19.48857038,169,5.303464234,173,87,0,6439.12,0,6439.12
551,"10.2754, -0.6723",Bongo,2,Sandy,4,938,14.04845675,465,12.35954449,171,91,1,19142.37,1,22990.68
552,"9.6257, -1.0981",Damongo,3,Lateritic,2,909,16.05171907,276,11.99234963,167,80,0,19086.96,1,25529.57
553,"9.2533, -1.1173",Tolon,8,Clay,1,662,16.41206613,186,6.203114897,156,84,0,11779.3,0,11779.3
554,"10.0964, -0.2823",Bolgatanga,1,Clay,1,633,21.7489079,221,11.86094223,154,63,0,19496.24,1,26354.24
555,"10.2528, -0.8072",Bongo,2,Lateritic,2,841,21.03882324,329,9.969012032,184,46,1,8694.16,0,8694.16
556,"9.6169, -1.2094",Damongo,3,Lateritic,2,984,21.48491864,377,11.5853623,170,87,1,13719.64,0,13719.64
557,"9.3240, -0.7713",Tamale,7,Lateritic,2,1119,22.3936539,445,7.986345703,200,65,0,14559.35,0,14559.35
558,"9.9638, -0.2305",Bolgatanga,1,Loamy,3,675,16.84895981,156,7.407273449,176,83,0,15532.58,1,18997.36
559,"10.8143, -0.7740",Navrongo,5,Sandy,4,826,22.13656927,367,5.375573439,175,81,0,9735.02,1,14124.65
560,"9.4484, -0.7920",Tamale,7,Clay,1,619,16.72165968,236,7.453594029,190,48,1,19184.11,0,19184.11
561,"9.5979, -0.9600",Savelugu,6,Sandy,4,864,18.61835279,464,14.11487898,157,53,0,15092.74,0,15092.74
562,"10.4363, -0.8006",Bongo,2,Sandy,4,961,20.96500747,474,9.557426103,191,70,1,7771.43,0,7771.43
563,"9.9174, -0.2944",Yendi,10,Sandy,4,603,20.54676271,399,9.094415821,167,70,0,13600.66,1,19083.45
564,"10.8643, -0.8182",Navrongo,5,Loamy,3,619,15.87622974,234,6.222437164,194,76,1,17289.76,1,23674.87
565,"10.0216, -1.3975",Jirapa,4,Sandy,4,866,10.69055376,273,4.351649092,169,78,1,7468.86,0,7468.86
566,"10.3412, -0.7398",Bongo,2,Lateritic,2,778,14.13732559,313,12.55014789,155,53,0,17025.02,1,21108.11
567,"9.8207, -0.3210",Yendi,10,Clay,1,779,21.40621369,190,10.47485356,195,76,1,18232.55,0,18232.55
568,"9.2084, -1.0642",Tolon,8,Sandy,4,1112,15.15330123,208,7.346258456,198,46,1,6927.4,0,6927.4
569,"9.4961, -0.9122",Savelugu,6,Loamy,3,903,19.54559281,255,4.969729961,169,70,1,14053.68,0,14053.68
570,"9.5585, -1.0779",Damongo,3,Loamy,3,999,20.84259916,208,5.615061464,189,66,0,17653.18,1,22574.6
571,"10.2233, -1.1114",Wa,9,Lateritic,2,728,22.759614,344,6.55287272,196,65,0,13063.33,1,18463.92
572,"9.9383, -0.2996",Yendi,10,Loamy,3,625,13.06768207,211,13.95878167,191,79,0,17725.52,1,24766.92
573,"10.3303, -0.6683",Bongo,2,Sandy,4,971,20.85440227,264,6.119928104,193,95,1,9349.72,0,9349.72
574,"10.7800, -0.9383",Navrongo,5,Clay,1,1056,14.25894966,355,14.31935916,195,48,1,13667.15,1,17615.38
575,"10.8065, -0.9441",Navrongo,5,Sandy,4,1179,13.73277084,155,13.86245587,164,82,0,5762.17,0,5762.17
576,"9.9528, -0.2857",Yendi,10,Loamy,3,824,21.42706771,428,11.26924279,186,46,0,15674.71,0,15674.71
577,"9.2131, -1.0359",Tolon,8,Sandy,4,1018,19.13600938,328,12.58282842,159,69,1,17270.97,0,17270.97
578,"10.2519, -0.7000",Bongo,2,Sandy,4,693,22.99826965,173,7.373648719,177,45,1,9656.14,0,9656.14
579,"9.5965, -1.1674",Damongo,3,Sandy,4,612,12.05690855,454,8.652921775,181,78,0,19323.95,1,26119.79
580,"10.8498, -0.9153",Navrongo,5,Sandy,4,985,22.87228496,214,8.38339276,204,70,1,9586.44,1,13424.16
581,"9.1619, -1.0228",Tolon,8,Clay,1,1117,15.31797457,205,10.13953976,160,95,1,6761.48,1,8126.71
582,"9.6120, -1.1410",Damongo,3,Sandy,4,995,13.3165921,381,11.4168952,189,88,1,7438.93,1,10602.73
583,"9.7623, -0.1975",Yendi,10,Clay,1,1007,24.01664327,151,12.6353491,161,91,1,17890.47,1,25220.28
584,"9.1640, -1.0191",Tolon,8,Sandy,4,628,19.23079878,456,3.382840432,198,84,1,18834.49,1,23110.85
585,"9.7448, -1.1987",Damongo,3,Clay,1,824,19.24533829,272,7.67513046,166,59,0,11464.49,1,14154.8
586,"9.5624, -0.9041",Savelugu,6,Lateritic,2,847,14.03145304,421,6.347052172,196,63,1,18185.98,1,23335.83
587,"10.1546, -0.2585",Bolgatanga,1,Clay,1,611,14.96506965,381,5.455526825,209,71,1,17604.92,1,21977.37
588,"10.6882, -0.9440",Navrongo,5,Loamy,3,787,20.63858478,298,12.08118271,208,50,1,5909.32,1,8445.02
589,"9.1901, -1.1053",Tolon,8,Clay,1,1012,19.00198168,154,11.74780009,207,54,1,6585.95,1,9738.5
590,"9.7065, -1.1649",Damongo,3,Lateritic,2,784,11.91916524,319,13.43879822,160,60,0,6931.96,1,10015.7
591,"9.2376, -1.0996",Tolon,8,Sandy,4,1003,22.0027537,180,11.28111491,201,67,0,18370.23,1,23325.46
592,"10.0873, -1.3585",Jirapa,4,Loamy,3,1036,20.00612191,340,3.897945874,177,67,1,17764.75,0,17764.75
593,"9.8984, -0.2363",Yendi,10,Clay,1,965,16.54083068,263,8.12542529,153,60,1,9846.21,0,9846.21
594,"9.5557, -1.0445",Savelugu,6,Clay,1,870,19.51125019,360,4.458658995,186,41,0,10826.91,1,15926.42
595,"9.5837, -1.2009",Damongo,3,Loamy,3,1014,10.87643158,242,10.38046134,187,92,1,5718.4,0,5718.4
596,"10.2598, -0.6346",Bongo,2,Loamy,3,860,11.99172501,216,13.57454683,170,65,1,17898.64,1,26571.01
597,"10.7287, -0.9446",Navrongo,5,Loamy,3,723,12.90756084,402,14.70803648,153,87,0,17511.36,1,22369.42
598,"10.0180, -0.1520",Bolgatanga,1,Clay,1,935,12.85364265,214,6.534610897,176,47,0,5312.42,0,5312.42
599,"10.4303, -0.7457",Bongo,2,Loamy,3,739,22.76119708,354,11.98912636,195,86,1,14499.56,0,14499.56
600,"9.7270, -1.1133",Damongo,3,Clay,1,1165,24.45807614,485,8.861278652,161,61,0,19735.05,1,27662.67
601,"10.3856, -0.7066",Bongo,2,Sandy,4,803,10.19523802,275,5.647709924,157,48,1,16093.06,0,16093.06
602,"10.0274, -0.3223",Bolgatanga,1,Sandy,4,828,19.57351223,202,11.58754458,185,82,1,6275.98,1,7953.14
603,"9.5960, -1.0629",Savelugu,6,Lateritic,2,1057,23.85361397,189,10.87799611,167,89,1,12196.23,0,12196.23
604,"9.6116, -1.2414",Damongo,3,Loamy,3,1012,23.74893828,262,3.473171128,208,92,0,14945.28,0,14945.28
605,"9.6528, -0.8893",Savelugu,6,Sandy,4,1064,17.05748877,458,6.756542666,165,90,1,6478.1,0,6478.1
606,"10.4479, -0.6606",Bongo,2,Sandy,4,699,23.00621532,223,10.32665221,176,91,0,9472.35,0,9472.35
607,"10.3742, -0.9724",Wa,9,Lateritic,2,723,22.43389165,459,6.890420131,164,93,0,13624.51,0,13624.51
608,"10.3544, -0.7293",Bongo,2,Sandy,4,863,15.75270584,269,12.64576917,202,62,1,16896.72,1,25282.11
609,"10.3596, -0.7740",Bongo,2,Sandy,4,921,22.91451319,272,4.979651428,191,54,0,14177.28,0,14177.28
610,"9.4942, -0.7768",Tamale,7,Clay,1,753,24.85046494,191,9.547949509,197,71,1,10934.86,0,10934.86
611,"10.1291, -0.1646",Bolgatanga,1,Lateritic,2,1196,22.22035294,194,6.226101968,166,65,0,9359.89,0,9359.89
612,"10.1318, -1.3694",Jirapa,4,Sandy,4,941,15.85148453,295,6.303992572,203,49,0,12078.56,1,16796.6
613,"9.3683, -0.9182",Tamale,7,Loamy,3,804,22.35451576,382,9.263288269,201,90,0,12750.94,0,12750.94
614,"10.7692, -0.8933",Navrongo,5,Sandy,4,721,14.67829367,445,7.182310377,201,71,1,7688.46,0,7688.46
615,"10.0669, -0.2011",Bolgatanga,1,Loamy,3,1026,15.67386812,292,5.872438168,178,41,0,7683.9,1,9285.64
616,"10.2118, -1.1342",Wa,9,Lateritic,2,893,15.33536254,393,13.73166969,196,42,0,8237.09,0,8237.09
617,"9.9816, -0.2300",Bolgatanga,1,Loamy,3,610,18.88005021,428,14.46079494,151,45,0,18661.27,1,26648.44
618,"10.0688, -0.2675",Bolgatanga,1,Loamy,3,883,19.11080332,375,12.26574557,159,52,1,14825,0,14825
619,"10.0532, -0.2014",Bolgatanga,1,Loamy,3,1169,11.50999258,253,10.91006855,152,59,0,13705.94,0,13705.94
620,"9.5795, -1.1672",Damongo,3,Clay,1,845,12.20875555,285,11.62651357,176,92,0,15383.13,1,20178.1
621,"10.4148, -0.6281",Bongo,2,Loamy,3,804,18.16731152,491,6.581778246,177,60,0,12297.09,0,12297.09
622,"9.3148, -0.8086",Tamale,7,Clay,1,687,10.59159682,470,7.111121245,197,91,1,11014.43,0,11014.43
623,"9.6146, -0.8712",Savelugu,6,Clay,1,934,24.86475004,442,4.055822734,210,73,1,19798.1,0,19798.1
624,"9.6287, -1.0156",Savelugu,6,Sandy,4,1163,22.32385181,248,5.845300325,194,68,1,19504.67,1,27012.34
625,"9.1488, -1.0472",Tolon,8,Loamy,3,662,18.07334301,317,11.65325534,200,63,1,6587.98,1,9364.88
626,"10.3413, -0.7454",Bongo,2,Sandy,4,966,15.80690122,256,11.80423042,171,81,1,12598.57,0,12598.57
627,"9.2371, -1.1346",Tolon,8,Lateritic,2,1045,15.72494627,334,5.954688574,194,77,0,14638.26,0,14638.26
628,"9.5664, -1.2111",Damongo,3,Clay,1,612,17.59102724,192,9.477054346,206,57,1,16888.38,0,16888.38
629,"9.6180, -1.2513",Damongo,3,Lateritic,2,837,17.98108516,349,6.64860828,208,54,1,5296.92,1,7780.22
630,"9.3226, -0.8956",Tamale,7,Lateritic,2,952,11.02967204,376,3.617910045,189,71,0,14051.21,1,19472.25
631,"9.7020, -1.2029",Damongo,3,Loamy,3,1105,13.06763712,476,9.442949993,185,67,0,8233.31,0,8233.31
632,"9.7662, -0.2867",Yendi,10,Clay,1,1055,13.45262329,478,11.56398023,176,94,1,14214.97,0,14214.97
633,"9.6744, -1.1681",Damongo,3,Sandy,4,1008,13.33228368,465,6.998087792,165,57,1,9714.42,1,12326.87
634,"9.8143, -0.3619",Yendi,10,Clay,1,738,13.39437861,216,7.258289073,187,49,0,14781.65,0,14781.65
635,"10.2691, -1.0044",Wa,9,Lateritic,2,728,15.17720006,416,6.395510567,160,73,1,11232.85,1,16735.57
636,"10.3301, -0.6609",Bongo,2,Clay,1,674,22.47813012,230,6.748656339,195,60,0,5255.29,0,5255.29
637,"9.4731, -0.9078",Tamale,7,Clay,1,909,16.96080036,379,10.21191177,165,47,1,18795.65,0,18795.65
638,"10.0883, -0.2964",Bolgatanga,1,Clay,1,1186,11.88243397,251,12.62436489,179,65,1,10667.84,0,10667.84
639,"9.6007, -0.9892",Savelugu,6,Sandy,4,655,15.04849947,428,4.4919754,208,93,1,10710.45,0,10710.45
640,"9.3264, -0.7444",Tamale,7,Sandy,4,1112,19.14997544,331,12.51906138,171,72,0,19239.88,0,19239.88
641,"10.7695, -0.8794",Navrongo,5,Clay,1,663,24.56384616,497,11.95945435,161,86,0,11200.26,1,16328.42
642,"9.3364, -0.7660",Tamale,7,Lateritic,2,917,19.63495227,471,13.04398784,175,61,0,17088.97,0,17088.97
643,"9.4688, -0.8201",Tamale,7,Sandy,4,1067,11.35025513,379,3.531736388,208,66,0,10633.29,1,15521.95
644,"10.1016, -1.2270",Jirapa,4,Clay,1,739,18.25266175,413,10.23468802,186,89,1,10670.62,1,13378.2
645,"9.1809, -1.0779",Tolon,8,Sandy,4,947,12.37571788,196,14.33605922,203,42,0,15207.85,0,15207.85
646,"9.3032, -0.8965",Tamale,7,Clay,1,768,16.3798305,251,5.272616022,183,78,0,16702.4,0,16702.4
647,"9.9765, -0.1521",Bolgatanga,1,Loamy,3,873,20.05484156,335,11.69568603,150,65,1,17042.88,1,22227.45
648,"9.0757, -1.0338",Tolon,8,Sandy,4,717,10.28017358,421,4.406787953,188,94,1,13665.88,1,16777.71
649,"10.0409, -0.2906",Bolgatanga,1,Loamy,3,1012,24.09688815,405,12.33146582,197,42,0,14051.8,1,20895.78
650,"9.5404, -0.9374",Savelugu,6,Loamy,3,1028,20.56723246,299,9.468334686,151,48,0,6660.39,0,6660.39
651,"9.9790, -0.1688",Bolgatanga,1,Lateritic,2,894,10.4296043,257,12.52131864,209,40,0,9506.5,0,9506.5
652,"10.0775, -0.1988",Bolgatanga,1,Sandy,4,651,20.98752794,377,10.73695862,205,79,0,15194.33,0,15194.33
653,"10.2926, -1.1407",Wa,9,Lateritic,2,1098,23.13417092,367,14.77021856,179,76,1,7220.24,1,10106.13
654,"10.4398, -0.7809",Bongo,2,Loamy,3,1171,19.12519027,258,9.880537281,190,74,0,8665.17,1,11552.98
655,"9.4976, -0.8854",Tamale,7,Clay,1,1146,14.03183791,259,12.94806899,157,59,0,12032.25,0,12032.25
656,"9.8611, -0.3553",Yendi,10,Clay,1,735,19.78862708,186,9.530250559,165,53,0,11947.81,0,11947.81
657,"10.4007, -0.7191",Bongo,2,Clay,1,1087,20.03105195,209,11.09138039,204,48,1,8121.99,0,8121.99
658,"10.0282, -0.2002",Bolgatanga,1,Loamy,3,1186,17.99083609,420,8.486104508,208,69,1,6462.03,1,9552.19
659,"9.4733, -0.8301",Tamale,7,Loamy,3,929,19.34630347,411,10.46159935,168,63,0,15868.71,1,21949.77
660,"10.4494, -0.7864",Bongo,2,Sandy,4,1034,12.08710928,432,6.065352489,192,89,0,11778.76,1,16991.52
